"","i","sampno","V1","chain"
"2225",55,2000,3,1
"2226",55,2100,3,1
"2227",55,2200,3,1
"2228",55,2300,3,1
"2229",55,2400,3,1
"2230",55,2500,3,1
"2231",55,2600,3,1
"2232",55,2700,3,1
"2233",55,2800,3,1
"2234",55,2900,3,1
"2235",55,3000,3,1
"2236",55,3100,3,1
"2237",55,3200,3,1
"2238",55,3300,3,1
"2239",55,3400,3,1
"2240",55,3500,3,1
"2241",55,3600,3,1
"2242",55,3700,3,1
"2243",55,3800,3,1
"2244",55,3900,3,1
"2245",55,4000,3,1
"2246",55,4100,3,1
"2247",55,4200,3,1
"2248",55,4300,3,1
"2249",55,4400,3,1
"2250",55,4500,3,1
"2251",55,4600,3,1
"2252",55,4700,3,1
"2253",55,4800,3,1
"2254",55,4900,3,1
"2255",55,5000,3,1
"2256",56,1000,2,1
"2257",56,1100,1,1
"2258",56,1200,2,1
"2259",56,1300,2,1
"2260",56,1400,1,1
"2261",56,1500,3,1
"2262",56,1600,2,1
"2263",56,1700,2,1
"2264",56,1800,2,1
"2265",56,1900,2,1
"2266",56,2000,2,1
"2267",56,2100,1,1
"2268",56,2200,2,1
"2269",56,2300,1,1
"2270",56,2400,2,1
"2271",56,2500,3,1
"2272",56,2600,2,1
"2273",56,2700,1,1
"2274",56,2800,2,1
"2275",56,2900,2,1
"2276",56,3000,2,1
"2277",56,3100,2,1
"2278",56,3200,2,1
"2279",56,3300,2,1
"2280",56,3400,2,1
"2281",56,3500,2,1
"2282",56,3600,3,1
"2283",56,3700,2,1
"2284",56,3800,2,1
"2285",56,3900,2,1
"2286",56,4000,2,1
"2287",56,4100,2,1
"2288",56,4200,1,1
"2289",56,4300,1,1
"2290",56,4400,2,1
"2291",56,4500,1,1
"2292",56,4600,1,1
"2293",56,4700,2,1
"2294",56,4800,2,1
"2295",56,4900,1,1
"2296",56,5000,2,1
"2297",57,1000,7,1
"2298",57,1100,6,1
"2299",57,1200,6,1
"2300",57,1300,5,1
"2301",57,1400,5,1
"2302",57,1500,4,1
"2303",57,1600,4,1
"2304",57,1700,4,1
"2305",57,1800,5,1
"2306",57,1900,4,1
"2307",57,2000,4,1
"2308",57,2100,4,1
"2309",57,2200,4,1
"2310",57,2300,4,1
"2311",57,2400,4,1
"2312",57,2500,4,1
"2313",57,2600,4,1
"2314",57,2700,5,1
"2315",57,2800,4,1
"2316",57,2900,4,1
"2317",57,3000,5,1
"2318",57,3100,4,1
"2319",57,3200,4,1
"2320",57,3300,5,1
"2321",57,3400,4,1
"2322",57,3500,4,1
"2323",57,3600,4,1
"2324",57,3700,4,1
"2325",57,3800,4,1
"2326",57,3900,5,1
"2327",57,4000,4,1
"2328",57,4100,4,1
"2329",57,4200,4,1
"2330",57,4300,4,1
"2331",57,4400,4,1
"2332",57,4500,5,1
"2333",57,4600,5,1
"2334",57,4700,4,1
"2335",57,4800,4,1
"2336",57,4900,4,1
"2337",57,5000,4,1
"2338",58,1000,8,1
"2339",58,1100,9,1
"2340",58,1200,8,1
"2341",58,1300,7,1
"2342",58,1400,7,1
"2343",58,1500,9,1
"2344",58,1600,8,1
"2345",58,1700,8,1
"2346",58,1800,10,1
"2347",58,1900,10,1
"2348",58,2000,10,1
"2349",58,2100,9,1
"2350",58,2200,9,1
"2351",58,2300,9,1
"2352",58,2400,9,1
"2353",58,2500,9,1
"2354",58,2600,8,1
"2355",58,2700,8,1
"2356",58,2800,6,1
"2357",58,2900,6,1
"2358",58,3000,5,1
"2359",58,3100,5,1
"2360",58,3200,5,1
"2361",58,3300,6,1
"2362",58,3400,5,1
"2363",58,3500,5,1
"2364",58,3600,5,1
"2365",58,3700,5,1
"2366",58,3800,5,1
"2367",58,3900,5,1
"2368",58,4000,6,1
"2369",58,4100,5,1
"2370",58,4200,5,1
"2371",58,4300,5,1
"2372",58,4400,5,1
"2373",58,4500,5,1
"2374",58,4600,4,1
"2375",58,4700,4,1
"2376",58,4800,5,1
"2377",58,4900,4,1
"2378",58,5000,5,1
"2379",59,1000,14,1
"2380",59,1100,14,1
"2381",59,1200,14,1
"2382",59,1300,15,1
"2383",59,1400,15,1
"2384",59,1500,17,1
"2385",59,1600,18,1
"2386",59,1700,16,1
"2387",59,1800,16,1
"2388",59,1900,16,1
"2389",59,2000,14,1
"2390",59,2100,14,1
"2391",59,2200,17,1
"2392",59,2300,17,1
"2393",59,2400,19,1
"2394",59,2500,20,1
"2395",59,2600,18,1
"2396",59,2700,18,1
"2397",59,2800,19,1
"2398",59,2900,19,1
"2399",59,3000,17,1
"2400",59,3100,18,1
"2401",59,3200,19,1
"2402",59,3300,19,1
"2403",59,3400,19,1
"2404",59,3500,16,1
"2405",59,3600,17,1
"2406",59,3700,17,1
"2407",59,3800,16,1
"2408",59,3900,16,1
"2409",59,4000,16,1
"2410",59,4100,14,1
"2411",59,4200,15,1
"2412",59,4300,16,1
"2413",59,4400,16,1
"2414",59,4500,17,1
"2415",59,4600,14,1
"2416",59,4700,12,1
"2417",59,4800,12,1
"2418",59,4900,12,1
"2419",59,5000,11,1
"2420",60,1000,7,1
"2421",60,1100,12,1
"2422",60,1200,13,1
"2423",60,1300,14,1
"2424",60,1400,15,1
"2425",60,1500,12,1
"2426",60,1600,11,1
"2427",60,1700,9,1
"2428",60,1800,10,1
"2429",60,1900,7,1
"2430",60,2000,9,1
"2431",60,2100,14,1
"2432",60,2200,10,1
"2433",60,2300,9,1
"2434",60,2400,8,1
"2435",60,2500,6,1
"2436",60,2600,5,1
"2437",60,2700,7,1
"2438",60,2800,6,1
"2439",60,2900,6,1
"2440",60,3000,9,1
"2441",60,3100,9,1
"2442",60,3200,8,1
"2443",60,3300,8,1
"2444",60,3400,7,1
"2445",60,3500,7,1
"2446",60,3600,6,1
"2447",60,3700,6,1
"2448",60,3800,7,1
"2449",60,3900,7,1
"2450",60,4000,7,1
"2451",60,4100,7,1
"2452",60,4200,8,1
"2453",60,4300,7,1
"2454",60,4400,7,1
"2455",60,4500,6,1
"2456",60,4600,5,1
"2457",60,4700,6,1
"2458",60,4800,6,1
"2459",60,4900,6,1
"2460",60,5000,6,1
"2461",61,1000,6,1
"2462",61,1100,6,1
"2463",61,1200,7,1
"2464",61,1300,7,1
"2465",61,1400,7,1
"2466",61,1500,8,1
"2467",61,1600,8,1
"2468",61,1700,8,1
"2469",61,1800,8,1
"2470",61,1900,8,1
"2471",61,2000,8,1
"2472",61,2100,8,1
"2473",61,2200,8,1
"2474",61,2300,7,1
"2475",61,2400,7,1
"2476",61,2500,8,1
"2477",61,2600,7,1
"2478",61,2700,7,1
"2479",61,2800,8,1
"2480",61,2900,7,1
"2481",61,3000,8,1
"2482",61,3100,8,1
"2483",61,3200,7,1
"2484",61,3300,8,1
"2485",61,3400,8,1
"2486",61,3500,7,1
"2487",61,3600,7,1
"2488",61,3700,8,1
"2489",61,3800,8,1
"2490",61,3900,7,1
"2491",61,4000,7,1
"2492",61,4100,8,1
"2493",61,4200,8,1
"2494",61,4300,7,1
"2495",61,4400,7,1
"2496",61,4500,7,1
"2497",61,4600,7,1
"2498",61,4700,7,1
"2499",61,4800,7,1
"2500",61,4900,7,1
"2501",61,5000,7,1
"2502",62,1000,12,1
"2503",62,1100,11,1
"2504",62,1200,16,1
"2505",62,1300,19,1
"2506",62,1400,18,1
"2507",62,1500,24,1
"2508",62,1600,23,1
"2509",62,1700,18,1
"2510",62,1800,17,1
"2511",62,1900,19,1
"2512",62,2000,18,1
"2513",62,2100,19,1
"2514",62,2200,17,1
"2515",62,2300,16,1
"2516",62,2400,13,1
"2517",62,2500,12,1
"2518",62,2600,13,1
"2519",62,2700,15,1
"2520",62,2800,15,1
"2521",62,2900,17,1
"2522",62,3000,18,1
"2523",62,3100,18,1
"2524",62,3200,17,1
"2525",62,3300,16,1
"2526",62,3400,14,1
"2527",62,3500,16,1
"2528",62,3600,17,1
"2529",62,3700,16,1
"2530",62,3800,15,1
"2531",62,3900,16,1
"2532",62,4000,14,1
"2533",62,4100,15,1
"2534",62,4200,15,1
"2535",62,4300,16,1
"2536",62,4400,15,1
"2537",62,4500,14,1
"2538",62,4600,15,1
"2539",62,4700,14,1
"2540",62,4800,12,1
"2541",62,4900,12,1
"2542",62,5000,10,1
"2543",63,1000,16,1
"2544",63,1100,18,1
"2545",63,1200,19,1
"2546",63,1300,22,1
"2547",63,1400,21,1
"2548",63,1500,18,1
"2549",63,1600,18,1
"2550",63,1700,17,1
"2551",63,1800,16,1
"2552",63,1900,16,1
"2553",63,2000,15,1
"2554",63,2100,15,1
"2555",63,2200,16,1
"2556",63,2300,15,1
"2557",63,2400,16,1
"2558",63,2500,18,1
"2559",63,2600,16,1
"2560",63,2700,14,1
"2561",63,2800,17,1
"2562",63,2900,17,1
"2563",63,3000,16,1
"2564",63,3100,18,1
"2565",63,3200,19,1
"2566",63,3300,18,1
"2567",63,3400,18,1
"2568",63,3500,19,1
"2569",63,3600,20,1
"2570",63,3700,22,1
"2571",63,3800,20,1
"2572",63,3900,23,1
"2573",63,4000,23,1
"2574",63,4100,27,1
"2575",63,4200,26,1
"2576",63,4300,26,1
"2577",63,4400,26,1
"2578",63,4500,26,1
"2579",63,4600,25,1
"2580",63,4700,26,1
"2581",63,4800,25,1
"2582",63,4900,26,1
"2583",63,5000,23,1
"2584",64,1000,6,1
"2585",64,1100,5,1
"2586",64,1200,5,1
"2587",64,1300,5,1
"2588",64,1400,5,1
"2589",64,1500,6,1
"2590",64,1600,6,1
"2591",64,1700,6,1
"2592",64,1800,7,1
"2593",64,1900,7,1
"2594",64,2000,5,1
"2595",64,2100,6,1
"2596",64,2200,4,1
"2597",64,2300,3,1
"2598",64,2400,4,1
"2599",64,2500,4,1
"2600",64,2600,6,1
"2601",64,2700,5,1
"2602",64,2800,7,1
"2603",64,2900,5,1
"2604",64,3000,5,1
"2605",64,3100,6,1
"2606",64,3200,5,1
"2607",64,3300,6,1
"2608",64,3400,6,1
"2609",64,3500,6,1
"2610",64,3600,5,1
"2611",64,3700,5,1
"2612",64,3800,3,1
"2613",64,3900,4,1
"2614",64,4000,5,1
"2615",64,4100,3,1
"2616",64,4200,4,1
"2617",64,4300,3,1
"2618",64,4400,3,1
"2619",64,4500,3,1
"2620",64,4600,3,1
"2621",64,4700,3,1
"2622",64,4800,4,1
"2623",64,4900,5,1
"2624",64,5000,4,1
"2625",65,1000,16,1
"2626",65,1100,16,1
"2627",65,1200,18,1
"2628",65,1300,22,1
"2629",65,1400,20,1
"2630",65,1500,23,1
"2631",65,1600,22,1
"2632",65,1700,22,1
"2633",65,1800,24,1
"2634",65,1900,23,1
"2635",65,2000,26,1
"2636",65,2100,28,1
"2637",65,2200,27,1
"2638",65,2300,26,1
"2639",65,2400,27,1
"2640",65,2500,26,1
"2641",65,2600,24,1
"2642",65,2700,22,1
"2643",65,2800,25,1
"2644",65,2900,27,1
"2645",65,3000,28,1
"2646",65,3100,25,1
"2647",65,3200,23,1
"2648",65,3300,21,1
"2649",65,3400,22,1
"2650",65,3500,23,1
"2651",65,3600,24,1
"2652",65,3700,26,1
"2653",65,3800,26,1
"2654",65,3900,24,1
"2655",65,4000,25,1
"2656",65,4100,23,1
"2657",65,4200,19,1
"2658",65,4300,22,1
"2659",65,4400,20,1
"2660",65,4500,21,1
"2661",65,4600,22,1
"2662",65,4700,21,1
"2663",65,4800,23,1
"2664",65,4900,23,1
"2665",65,5000,22,1
"2666",66,1000,1,1
"2667",66,1100,1,1
"2668",66,1200,1,1
"2669",66,1300,2,1
"2670",66,1400,1,1
"2671",66,1500,1,1
"2672",66,1600,2,1
"2673",66,1700,1,1
"2674",66,1800,1,1
"2675",66,1900,4,1
"2676",66,2000,1,1
"2677",66,2100,1,1
"2678",66,2200,1,1
"2679",66,2300,1,1
"2680",66,2400,1,1
"2681",66,2500,2,1
"2682",66,2600,1,1
"2683",66,2700,1,1
"2684",66,2800,2,1
"2685",66,2900,1,1
"2686",66,3000,1,1
"2687",66,3100,1,1
"2688",66,3200,1,1
"2689",66,3300,1,1
"2690",66,3400,1,1
"2691",66,3500,1,1
"2692",66,3600,1,1
"2693",66,3700,1,1
"2694",66,3800,1,1
"2695",66,3900,1,1
"2696",66,4000,2,1
"2697",66,4100,1,1
"2698",66,4200,1,1
"2699",66,4300,1,1
"2700",66,4400,1,1
"2701",66,4500,1,1
"2702",66,4600,1,1
"2703",66,4700,1,1
"2704",66,4800,1,1
"2705",66,4900,1,1
"2706",66,5000,1,1
"2707",67,1000,9,1
"2708",67,1100,7,1
"2709",67,1200,7,1
"2710",67,1300,8,1
"2711",67,1400,7,1
"2712",67,1500,6,1
"2713",67,1600,5,1
"2714",67,1700,6,1
"2715",67,1800,6,1
"2716",67,1900,6,1
"2717",67,2000,11,1
"2718",67,2100,11,1
"2719",67,2200,9,1
"2720",67,2300,9,1
"2721",67,2400,8,1
"2722",67,2500,9,1
"2723",67,2600,8,1
"2724",67,2700,8,1
"2725",67,2800,8,1
"2726",67,2900,9,1
"2727",67,3000,8,1
"2728",67,3100,8,1
"2729",67,3200,8,1
"2730",67,3300,8,1
"2731",67,3400,9,1
"2732",67,3500,9,1
"2733",67,3600,9,1
"2734",67,3700,9,1
"2735",67,3800,9,1
"2736",67,3900,9,1
"2737",67,4000,8,1
"2738",67,4100,9,1
"2739",67,4200,8,1
"2740",67,4300,8,1
"2741",67,4400,8,1
"2742",67,4500,9,1
"2743",67,4600,8,1
"2744",67,4700,9,1
"2745",67,4800,8,1
"2746",67,4900,8,1
"2747",67,5000,9,1
"2748",68,1000,2,1
"2749",68,1100,2,1
"2750",68,1200,2,1
"2751",68,1300,3,1
"2752",68,1400,2,1
"2753",68,1500,3,1
"2754",68,1600,3,1
"2755",68,1700,2,1
"2756",68,1800,2,1
"2757",68,1900,3,1
"2758",68,2000,2,1
"2759",68,2100,2,1
"2760",68,2200,2,1
"2761",68,2300,2,1
"2762",68,2400,2,1
"2763",68,2500,2,1
"2764",68,2600,2,1
"2765",68,2700,2,1
"2766",68,2800,2,1
"2767",68,2900,2,1
"2768",68,3000,2,1
"2769",68,3100,2,1
"2770",68,3200,2,1
"2771",68,3300,2,1
"2772",68,3400,2,1
"2773",68,3500,2,1
"2774",68,3600,2,1
"2775",68,3700,2,1
"2776",68,3800,2,1
"2777",68,3900,2,1
"2778",68,4000,2,1
"2779",68,4100,2,1
"2780",68,4200,2,1
"2781",68,4300,2,1
"2782",68,4400,2,1
"2783",68,4500,2,1
"2784",68,4600,2,1
"2785",68,4700,2,1
"2786",68,4800,2,1
"2787",68,4900,2,1
"2788",68,5000,2,1
"2789",69,1000,7,1
"2790",69,1100,7,1
"2791",69,1200,9,1
"2792",69,1300,8,1
"2793",69,1400,8,1
"2794",69,1500,5,1
"2795",69,1600,4,1
"2796",69,1700,4,1
"2797",69,1800,4,1
"2798",69,1900,3,1
"2799",69,2000,5,1
"2800",69,2100,3,1
"2801",69,2200,4,1
"2802",69,2300,6,1
"2803",69,2400,6,1
"2804",69,2500,11,1
"2805",69,2600,9,1
"2806",69,2700,7,1
"2807",69,2800,7,1
"2808",69,2900,5,1
"2809",69,3000,4,1
"2810",69,3100,3,1
"2811",69,3200,6,1
"2812",69,3300,4,1
"2813",69,3400,7,1
"2814",69,3500,9,1
"2815",69,3600,9,1
"2816",69,3700,5,1
"2817",69,3800,7,1
"2818",69,3900,7,1
"2819",69,4000,7,1
"2820",69,4100,7,1
"2821",69,4200,9,1
"2822",69,4300,12,1
"2823",69,4400,11,1
"2824",69,4500,8,1
"2825",69,4600,10,1
"2826",69,4700,10,1
"2827",69,4800,10,1
"2828",69,4900,8,1
"2829",69,5000,6,1
