"","i","sampno","V1","chain"
"1150",29,1100,6,1
"1151",29,1200,6,1
"1152",29,1300,6,1
"1153",29,1400,6,1
"1154",29,1500,6,1
"1155",29,1600,6,1
"1156",29,1700,6,1
"1157",29,1800,6,1
"1158",29,1900,6,1
"1159",29,2000,6,1
"1160",29,2100,6,1
"1161",29,2200,6,1
"1162",29,2300,6,1
"1163",29,2400,6,1
"1164",29,2500,6,1
"1165",29,2600,6,1
"1166",29,2700,6,1
"1167",29,2800,6,1
"1168",29,2900,6,1
"1169",29,3000,6,1
"1170",29,3100,6,1
"1171",29,3200,6,1
"1172",29,3300,6,1
"1173",29,3400,6,1
"1174",29,3500,6,1
"1175",29,3600,6,1
"1176",29,3700,6,1
"1177",29,3800,6,1
"1178",29,3900,6,1
"1179",29,4000,6,1
"1180",29,4100,6,1
"1181",29,4200,6,1
"1182",29,4300,6,1
"1183",29,4400,6,1
"1184",29,4500,6,1
"1185",29,4600,6,1
"1186",29,4700,6,1
"1187",29,4800,6,1
"1188",29,4900,6,1
"1189",29,5000,6,1
"1190",30,1000,4,1
"1191",30,1100,5,1
"1192",30,1200,4,1
"1193",30,1300,4,1
"1194",30,1400,4,1
"1195",30,1500,5,1
"1196",30,1600,4,1
"1197",30,1700,4,1
"1198",30,1800,4,1
"1199",30,1900,4,1
"1200",30,2000,4,1
"1201",30,2100,4,1
"1202",30,2200,4,1
"1203",30,2300,4,1
"1204",30,2400,4,1
"1205",30,2500,4,1
"1206",30,2600,4,1
"1207",30,2700,4,1
"1208",30,2800,5,1
"1209",30,2900,5,1
"1210",30,3000,4,1
"1211",30,3100,4,1
"1212",30,3200,4,1
"1213",30,3300,4,1
"1214",30,3400,4,1
"1215",30,3500,5,1
"1216",30,3600,4,1
"1217",30,3700,4,1
"1218",30,3800,4,1
"1219",30,3900,4,1
"1220",30,4000,4,1
"1221",30,4100,4,1
"1222",30,4200,4,1
"1223",30,4300,4,1
"1224",30,4400,4,1
"1225",30,4500,4,1
"1226",30,4600,4,1
"1227",30,4700,4,1
"1228",30,4800,4,1
"1229",30,4900,4,1
"1230",30,5000,4,1
"1231",31,1000,6,1
"1232",31,1100,6,1
"1233",31,1200,6,1
"1234",31,1300,6,1
"1235",31,1400,6,1
"1236",31,1500,6,1
"1237",31,1600,6,1
"1238",31,1700,6,1
"1239",31,1800,6,1
"1240",31,1900,6,1
"1241",31,2000,5,1
"1242",31,2100,5,1
"1243",31,2200,6,1
"1244",31,2300,6,1
"1245",31,2400,6,1
"1246",31,2500,6,1
"1247",31,2600,6,1
"1248",31,2700,6,1
"1249",31,2800,6,1
"1250",31,2900,7,1
"1251",31,3000,7,1
"1252",31,3100,7,1
"1253",31,3200,7,1
"1254",31,3300,7,1
"1255",31,3400,7,1
"1256",31,3500,7,1
"1257",31,3600,7,1
"1258",31,3700,7,1
"1259",31,3800,7,1
"1260",31,3900,7,1
"1261",31,4000,7,1
"1262",31,4100,7,1
"1263",31,4200,7,1
"1264",31,4300,7,1
"1265",31,4400,7,1
"1266",31,4500,7,1
"1267",31,4600,7,1
"1268",31,4700,7,1
"1269",31,4800,7,1
"1270",31,4900,7,1
"1271",31,5000,7,1
"1272",32,1000,12,1
"1273",32,1100,12,1
"1274",32,1200,12,1
"1275",32,1300,12,1
"1276",32,1400,13,1
"1277",32,1500,12,1
"1278",32,1600,13,1
"1279",32,1700,13,1
"1280",32,1800,14,1
"1281",32,1900,14,1
"1282",32,2000,14,1
"1283",32,2100,15,1
"1284",32,2200,15,1
"1285",32,2300,15,1
"1286",32,2400,15,1
"1287",32,2500,15,1
"1288",32,2600,14,1
"1289",32,2700,15,1
"1290",32,2800,15,1
"1291",32,2900,14,1
"1292",32,3000,15,1
"1293",32,3100,15,1
"1294",32,3200,15,1
"1295",32,3300,13,1
"1296",32,3400,13,1
"1297",32,3500,13,1
"1298",32,3600,14,1
"1299",32,3700,13,1
"1300",32,3800,13,1
"1301",32,3900,13,1
"1302",32,4000,13,1
"1303",32,4100,13,1
"1304",32,4200,13,1
"1305",32,4300,13,1
"1306",32,4400,13,1
"1307",32,4500,13,1
"1308",32,4600,13,1
"1309",32,4700,13,1
"1310",32,4800,13,1
"1311",32,4900,13,1
"1312",32,5000,13,1
"1313",33,1000,15,1
"1314",33,1100,15,1
"1315",33,1200,15,1
"1316",33,1300,17,1
"1317",33,1400,17,1
"1318",33,1500,14,1
"1319",33,1600,12,1
"1320",33,1700,12,1
"1321",33,1800,13,1
"1322",33,1900,12,1
"1323",33,2000,13,1
"1324",33,2100,13,1
"1325",33,2200,13,1
"1326",33,2300,12,1
"1327",33,2400,11,1
"1328",33,2500,13,1
"1329",33,2600,14,1
"1330",33,2700,13,1
"1331",33,2800,14,1
"1332",33,2900,14,1
"1333",33,3000,14,1
"1334",33,3100,14,1
"1335",33,3200,13,1
"1336",33,3300,12,1
"1337",33,3400,12,1
"1338",33,3500,12,1
"1339",33,3600,13,1
"1340",33,3700,12,1
"1341",33,3800,12,1
"1342",33,3900,13,1
"1343",33,4000,14,1
"1344",33,4100,14,1
"1345",33,4200,13,1
"1346",33,4300,15,1
"1347",33,4400,15,1
"1348",33,4500,15,1
"1349",33,4600,15,1
"1350",33,4700,16,1
"1351",33,4800,16,1
"1352",33,4900,16,1
"1353",33,5000,16,1
"1354",34,1000,8,1
"1355",34,1100,9,1
"1356",34,1200,9,1
"1357",34,1300,9,1
"1358",34,1400,10,1
"1359",34,1500,11,1
"1360",34,1600,9,1
"1361",34,1700,9,1
"1362",34,1800,9,1
"1363",34,1900,9,1
"1364",34,2000,9,1
"1365",34,2100,9,1
"1366",34,2200,9,1
"1367",34,2300,9,1
"1368",34,2400,9,1
"1369",34,2500,9,1
"1370",34,2600,9,1
"1371",34,2700,9,1
"1372",34,2800,9,1
"1373",34,2900,9,1
"1374",34,3000,9,1
"1375",34,3100,9,1
"1376",34,3200,9,1
"1377",34,3300,9,1
"1378",34,3400,9,1
"1379",34,3500,10,1
"1380",34,3600,9,1
"1381",34,3700,9,1
"1382",34,3800,9,1
"1383",34,3900,9,1
"1384",34,4000,9,1
"1385",34,4100,9,1
"1386",34,4200,9,1
"1387",34,4300,9,1
"1388",34,4400,9,1
"1389",34,4500,9,1
"1390",34,4600,8,1
"1391",34,4700,9,1
"1392",34,4800,9,1
"1393",34,4900,8,1
"1394",34,5000,8,1
"1395",35,1000,17,1
"1396",35,1100,16,1
"1397",35,1200,16,1
"1398",35,1300,16,1
"1399",35,1400,17,1
"1400",35,1500,20,1
"1401",35,1600,19,1
"1402",35,1700,17,1
"1403",35,1800,14,1
"1404",35,1900,16,1
"1405",35,2000,16,1
"1406",35,2100,16,1
"1407",35,2200,17,1
"1408",35,2300,17,1
"1409",35,2400,17,1
"1410",35,2500,17,1
"1411",35,2600,17,1
"1412",35,2700,17,1
"1413",35,2800,18,1
"1414",35,2900,17,1
"1415",35,3000,17,1
"1416",35,3100,18,1
"1417",35,3200,17,1
"1418",35,3300,15,1
"1419",35,3400,18,1
"1420",35,3500,20,1
"1421",35,3600,17,1
"1422",35,3700,19,1
"1423",35,3800,15,1
"1424",35,3900,15,1
"1425",35,4000,16,1
"1426",35,4100,16,1
"1427",35,4200,17,1
"1428",35,4300,16,1
"1429",35,4400,15,1
"1430",35,4500,18,1
"1431",35,4600,17,1
"1432",35,4700,20,1
"1433",35,4800,20,1
"1434",35,4900,20,1
"1435",35,5000,17,1
"1436",36,1000,5,1
"1437",36,1100,6,1
"1438",36,1200,6,1
"1439",36,1300,6,1
"1440",36,1400,6,1
"1441",36,1500,6,1
"1442",36,1600,6,1
"1443",36,1700,6,1
"1444",36,1800,6,1
"1445",36,1900,6,1
"1446",36,2000,6,1
"1447",36,2100,5,1
"1448",36,2200,5,1
"1449",36,2300,5,1
"1450",36,2400,5,1
"1451",36,2500,6,1
"1452",36,2600,5,1
"1453",36,2700,6,1
"1454",36,2800,5,1
"1455",36,2900,5,1
"1456",36,3000,5,1
"1457",36,3100,5,1
"1458",36,3200,5,1
"1459",36,3300,5,1
"1460",36,3400,5,1
"1461",36,3500,5,1
"1462",36,3600,6,1
"1463",36,3700,6,1
"1464",36,3800,5,1
"1465",36,3900,6,1
"1466",36,4000,5,1
"1467",36,4100,6,1
"1468",36,4200,5,1
"1469",36,4300,5,1
"1470",36,4400,6,1
"1471",36,4500,6,1
"1472",36,4600,5,1
"1473",36,4700,6,1
"1474",36,4800,6,1
"1475",36,4900,5,1
"1476",36,5000,5,1
"1477",37,1000,9,1
"1478",37,1100,11,1
"1479",37,1200,11,1
"1480",37,1300,11,1
"1481",37,1400,10,1
"1482",37,1500,10,1
"1483",37,1600,9,1
"1484",37,1700,9,1
"1485",37,1800,10,1
"1486",37,1900,10,1
"1487",37,2000,10,1
"1488",37,2100,10,1
"1489",37,2200,11,1
"1490",37,2300,11,1
"1491",37,2400,10,1
"1492",37,2500,11,1
"1493",37,2600,9,1
"1494",37,2700,11,1
"1495",37,2800,10,1
"1496",37,2900,11,1
"1497",37,3000,11,1
"1498",37,3100,11,1
"1499",37,3200,10,1
"1500",37,3300,10,1
"1501",37,3400,10,1
"1502",37,3500,9,1
"1503",37,3600,9,1
"1504",37,3700,9,1
"1505",37,3800,9,1
"1506",37,3900,9,1
"1507",37,4000,10,1
"1508",37,4100,10,1
"1509",37,4200,10,1
"1510",37,4300,10,1
"1511",37,4400,10,1
"1512",37,4500,10,1
"1513",37,4600,10,1
"1514",37,4700,10,1
"1515",37,4800,10,1
"1516",37,4900,10,1
"1517",37,5000,10,1
"1518",38,1000,4,1
"1519",38,1100,4,1
"1520",38,1200,4,1
"1521",38,1300,4,1
"1522",38,1400,3,1
"1523",38,1500,3,1
"1524",38,1600,3,1
"1525",38,1700,4,1
"1526",38,1800,4,1
"1527",38,1900,3,1
"1528",38,2000,3,1
"1529",38,2100,4,1
"1530",38,2200,4,1
"1531",38,2300,4,1
"1532",38,2400,4,1
"1533",38,2500,4,1
"1534",38,2600,4,1
"1535",38,2700,4,1
"1536",38,2800,4,1
"1537",38,2900,4,1
"1538",38,3000,4,1
"1539",38,3100,4,1
"1540",38,3200,4,1
"1541",38,3300,4,1
"1542",38,3400,4,1
"1543",38,3500,4,1
"1544",38,3600,4,1
"1545",38,3700,4,1
"1546",38,3800,4,1
"1547",38,3900,4,1
"1548",38,4000,3,1
"1549",38,4100,3,1
"1550",38,4200,3,1
"1551",38,4300,4,1
"1552",38,4400,4,1
"1553",38,4500,4,1
"1554",38,4600,4,1
"1555",38,4700,4,1
"1556",38,4800,4,1
"1557",38,4900,4,1
"1558",38,5000,4,1
"1559",39,1000,3,1
"1560",39,1100,3,1
"1561",39,1200,3,1
"1562",39,1300,3,1
"1563",39,1400,4,1
"1564",39,1500,4,1
"1565",39,1600,4,1
"1566",39,1700,4,1
"1567",39,1800,4,1
"1568",39,1900,4,1
"1569",39,2000,4,1
"1570",39,2100,4,1
"1571",39,2200,4,1
"1572",39,2300,4,1
"1573",39,2400,4,1
"1574",39,2500,4,1
"1575",39,2600,4,1
"1576",39,2700,4,1
"1577",39,2800,4,1
"1578",39,2900,4,1
"1579",39,3000,4,1
"1580",39,3100,4,1
"1581",39,3200,4,1
"1582",39,3300,4,1
"1583",39,3400,4,1
"1584",39,3500,4,1
"1585",39,3600,4,1
"1586",39,3700,4,1
"1587",39,3800,4,1
"1588",39,3900,4,1
"1589",39,4000,4,1
"1590",39,4100,4,1
"1591",39,4200,4,1
"1592",39,4300,4,1
"1593",39,4400,4,1
"1594",39,4500,4,1
"1595",39,4600,4,1
"1596",39,4700,4,1
"1597",39,4800,4,1
"1598",39,4900,4,1
"1599",39,5000,4,1
"1600",40,1000,5,1
"1601",40,1100,5,1
"1602",40,1200,5,1
"1603",40,1300,5,1
"1604",40,1400,5,1
"1605",40,1500,5,1
"1606",40,1600,5,1
"1607",40,1700,5,1
"1608",40,1800,5,1
"1609",40,1900,5,1
"1610",40,2000,5,1
"1611",40,2100,5,1
"1612",40,2200,5,1
"1613",40,2300,5,1
"1614",40,2400,5,1
"1615",40,2500,5,1
"1616",40,2600,5,1
"1617",40,2700,5,1
"1618",40,2800,5,1
"1619",40,2900,5,1
"1620",40,3000,5,1
"1621",40,3100,5,1
"1622",40,3200,5,1
"1623",40,3300,5,1
"1624",40,3400,5,1
"1625",40,3500,5,1
"1626",40,3600,5,1
"1627",40,3700,5,1
"1628",40,3800,5,1
"1629",40,3900,5,1
"1630",40,4000,5,1
"1631",40,4100,5,1
"1632",40,4200,5,1
"1633",40,4300,5,1
"1634",40,4400,5,1
"1635",40,4500,5,1
"1636",40,4600,5,1
"1637",40,4700,5,1
"1638",40,4800,5,1
"1639",40,4900,5,1
"1640",40,5000,5,1
"1641",41,1000,3,1
"1642",41,1100,4,1
"1643",41,1200,3,1
"1644",41,1300,3,1
"1645",41,1400,2,1
"1646",41,1500,2,1
"1647",41,1600,2,1
"1648",41,1700,2,1
"1649",41,1800,2,1
"1650",41,1900,3,1
"1651",41,2000,2,1
"1652",41,2100,2,1
"1653",41,2200,3,1
"1654",41,2300,3,1
"1655",41,2400,2,1
"1656",41,2500,2,1
"1657",41,2600,2,1
"1658",41,2700,3,1
"1659",41,2800,3,1
"1660",41,2900,4,1
"1661",41,3000,4,1
"1662",41,3100,3,1
"1663",41,3200,3,1
"1664",41,3300,3,1
"1665",41,3400,3,1
"1666",41,3500,4,1
"1667",41,3600,3,1
"1668",41,3700,3,1
"1669",41,3800,3,1
"1670",41,3900,3,1
"1671",41,4000,2,1
"1672",41,4100,2,1
"1673",41,4200,3,1
"1674",41,4300,3,1
"1675",41,4400,3,1
"1676",41,4500,3,1
"1677",41,4600,4,1
"1678",41,4700,3,1
"1679",41,4800,3,1
"1680",41,4900,3,1
"1681",41,5000,3,1
"1682",42,1000,4,1
"1683",42,1100,4,1
"1684",42,1200,4,1
"1685",42,1300,4,1
"1686",42,1400,4,1
"1687",42,1500,4,1
"1688",42,1600,4,1
"1689",42,1700,4,1
"1690",42,1800,4,1
"1691",42,1900,4,1
"1692",42,2000,4,1
"1693",42,2100,4,1
"1694",42,2200,3,1
"1695",42,2300,4,1
"1696",42,2400,4,1
"1697",42,2500,4,1
"1698",42,2600,4,1
"1699",42,2700,5,1
"1700",42,2800,5,1
"1701",42,2900,4,1
"1702",42,3000,4,1
"1703",42,3100,4,1
"1704",42,3200,4,1
"1705",42,3300,4,1
"1706",42,3400,4,1
"1707",42,3500,4,1
"1708",42,3600,4,1
"1709",42,3700,4,1
"1710",42,3800,5,1
"1711",42,3900,4,1
"1712",42,4000,4,1
"1713",42,4100,4,1
"1714",42,4200,4,1
"1715",42,4300,4,1
"1716",42,4400,4,1
"1717",42,4500,4,1
"1718",42,4600,4,1
"1719",42,4700,4,1
"1720",42,4800,4,1
"1721",42,4900,4,1
"1722",42,5000,4,1
"1723",43,1000,1,1
"1724",43,1100,2,1
"1725",43,1200,1,1
"1726",43,1300,2,1
"1727",43,1400,2,1
"1728",43,1500,2,1
"1729",43,1600,2,1
"1730",43,1700,1,1
"1731",43,1800,2,1
"1732",43,1900,2,1
"1733",43,2000,1,1
"1734",43,2100,1,1
"1735",43,2200,1,1
"1736",43,2300,1,1
"1737",43,2400,1,1
"1738",43,2500,2,1
"1739",43,2600,1,1
"1740",43,2700,2,1
"1741",43,2800,2,1
"1742",43,2900,2,1
"1743",43,3000,3,1
"1744",43,3100,2,1
"1745",43,3200,2,1
"1746",43,3300,2,1
"1747",43,3400,2,1
"1748",43,3500,2,1
"1749",43,3600,2,1
"1750",43,3700,2,1
"1751",43,3800,2,1
"1752",43,3900,2,1
"1753",43,4000,1,1
"1754",43,4100,2,1
"1755",43,4200,2,1
"1756",43,4300,2,1
"1757",43,4400,2,1
"1758",43,4500,3,1
"1759",43,4600,1,1
"1760",43,4700,2,1
"1761",43,4800,2,1
"1762",43,4900,1,1
"1763",43,5000,2,1
"1764",44,1000,4,1
"1765",44,1100,4,1
"1766",44,1200,4,1
"1767",44,1300,4,1
"1768",44,1400,5,1
"1769",44,1500,4,1
"1770",44,1600,4,1
"1771",44,1700,4,1
"1772",44,1800,4,1
"1773",44,1900,4,1
"1774",44,2000,4,1
"1775",44,2100,3,1
"1776",44,2200,5,1
"1777",44,2300,4,1
"1778",44,2400,3,1
"1779",44,2500,3,1
"1780",44,2600,3,1
"1781",44,2700,3,1
"1782",44,2800,3,1
"1783",44,2900,3,1
"1784",44,3000,3,1
"1785",44,3100,3,1
"1786",44,3200,5,1
"1787",44,3300,3,1
"1788",44,3400,3,1
"1789",44,3500,3,1
"1790",44,3600,4,1
"1791",44,3700,4,1
"1792",44,3800,5,1
"1793",44,3900,5,1
"1794",44,4000,5,1
"1795",44,4100,5,1
"1796",44,4200,5,1
"1797",44,4300,4,1
"1798",44,4400,4,1
"1799",44,4500,4,1
"1800",44,4600,4,1
"1801",44,4700,4,1
"1802",44,4800,5,1
"1803",44,4900,4,1
"1804",44,5000,4,1
"1805",45,1000,2,1
"1806",45,1100,1,1
"1807",45,1200,1,1
"1808",45,1300,1,1
"1809",45,1400,1,1
"1810",45,1500,2,1
"1811",45,1600,2,1
"1812",45,1700,2,1
"1813",45,1800,2,1
"1814",45,1900,2,1
"1815",45,2000,2,1
"1816",45,2100,2,1
"1817",45,2200,1,1
"1818",45,2300,3,1
"1819",45,2400,2,1
"1820",45,2500,2,1
"1821",45,2600,2,1
"1822",45,2700,1,1
"1823",45,2800,1,1
"1824",45,2900,1,1
"1825",45,3000,2,1
"1826",45,3100,1,1
"1827",45,3200,2,1
"1828",45,3300,2,1
"1829",45,3400,1,1
"1830",45,3500,1,1
"1831",45,3600,2,1
"1832",45,3700,2,1
"1833",45,3800,2,1
"1834",45,3900,1,1
"1835",45,4000,2,1
"1836",45,4100,1,1
"1837",45,4200,1,1
"1838",45,4300,1,1
"1839",45,4400,1,1
"1840",45,4500,2,1
"1841",45,4600,2,1
"1842",45,4700,1,1
"1843",45,4800,1,1
"1844",45,4900,2,1
"1845",45,5000,1,1
"1846",46,1000,3,1
"1847",46,1100,3,1
"1848",46,1200,3,1
"1849",46,1300,3,1
"1850",46,1400,3,1
"1851",46,1500,3,1
"1852",46,1600,3,1
"1853",46,1700,3,1
"1854",46,1800,4,1
"1855",46,1900,4,1
"1856",46,2000,4,1
"1857",46,2100,3,1
"1858",46,2200,4,1
"1859",46,2300,4,1
"1860",46,2400,4,1
"1861",46,2500,4,1
"1862",46,2600,4,1
"1863",46,2700,4,1
"1864",46,2800,3,1
"1865",46,2900,3,1
"1866",46,3000,3,1
"1867",46,3100,4,1
"1868",46,3200,4,1
"1869",46,3300,4,1
"1870",46,3400,3,1
"1871",46,3500,4,1
"1872",46,3600,4,1
"1873",46,3700,4,1
"1874",46,3800,4,1
"1875",46,3900,4,1
"1876",46,4000,4,1
"1877",46,4100,4,1
"1878",46,4200,4,1
"1879",46,4300,4,1
"1880",46,4400,4,1
"1881",46,4500,4,1
"1882",46,4600,4,1
"1883",46,4700,4,1
"1884",46,4800,4,1
"1885",46,4900,4,1
"1886",46,5000,4,1
"1887",47,1000,15,1
"1888",47,1100,16,1
"1889",47,1200,17,1
"1890",47,1300,19,1
"1891",47,1400,16,1
"1892",47,1500,13,1
"1893",47,1600,11,1
"1894",47,1700,8,1
"1895",47,1800,9,1
"1896",47,1900,9,1
"1897",47,2000,9,1
"1898",47,2100,9,1
"1899",47,2200,8,1
"1900",47,2300,10,1
"1901",47,2400,9,1
"1902",47,2500,9,1
"1903",47,2600,9,1
"1904",47,2700,9,1
"1905",47,2800,10,1
"1906",47,2900,11,1
"1907",47,3000,11,1
"1908",47,3100,11,1
"1909",47,3200,9,1
"1910",47,3300,13,1
"1911",47,3400,13,1
"1912",47,3500,13,1
"1913",47,3600,12,1
"1914",47,3700,11,1
"1915",47,3800,11,1
"1916",47,3900,13,1
"1917",47,4000,13,1
"1918",47,4100,12,1
"1919",47,4200,10,1
"1920",47,4300,11,1
"1921",47,4400,11,1
"1922",47,4500,12,1
"1923",47,4600,12,1
"1924",47,4700,10,1
"1925",47,4800,11,1
"1926",47,4900,10,1
"1927",47,5000,10,1
"1928",48,1000,3,1
"1929",48,1100,3,1
"1930",48,1200,3,1
"1931",48,1300,3,1
"1932",48,1400,3,1
"1933",48,1500,3,1
"1934",48,1600,3,1
"1935",48,1700,3,1
"1936",48,1800,3,1
"1937",48,1900,3,1
"1938",48,2000,3,1
"1939",48,2100,3,1
"1940",48,2200,3,1
"1941",48,2300,3,1
"1942",48,2400,3,1
"1943",48,2500,3,1
"1944",48,2600,3,1
"1945",48,2700,3,1
"1946",48,2800,3,1
"1947",48,2900,3,1
"1948",48,3000,3,1
"1949",48,3100,3,1
"1950",48,3200,3,1
"1951",48,3300,3,1
"1952",48,3400,3,1
"1953",48,3500,3,1
"1954",48,3600,3,1
"1955",48,3700,3,1
"1956",48,3800,3,1
"1957",48,3900,3,1
"1958",48,4000,3,1
"1959",48,4100,3,1
"1960",48,4200,3,1
"1961",48,4300,3,1
"1962",48,4400,3,1
"1963",48,4500,3,1
"1964",48,4600,3,1
"1965",48,4700,3,1
"1966",48,4800,3,1
"1967",48,4900,3,1
"1968",48,5000,3,1
"1969",49,1000,3,1
"1970",49,1100,2,1
"1971",49,1200,2,1
"1972",49,1300,2,1
"1973",49,1400,2,1
"1974",49,1500,2,1
"1975",49,1600,3,1
"1976",49,1700,2,1
"1977",49,1800,2,1
"1978",49,1900,2,1
"1979",49,2000,2,1
"1980",49,2100,3,1
"1981",49,2200,2,1
"1982",49,2300,3,1
"1983",49,2400,2,1
"1984",49,2500,3,1
"1985",49,2600,2,1
"1986",49,2700,2,1
"1987",49,2800,2,1
"1988",49,2900,2,1
"1989",49,3000,2,1
"1990",49,3100,2,1
"1991",49,3200,2,1
"1992",49,3300,3,1
"1993",49,3400,3,1
"1994",49,3500,2,1
"1995",49,3600,2,1
"1996",49,3700,2,1
"1997",49,3800,3,1
"1998",49,3900,3,1
"1999",49,4000,2,1
"2000",49,4100,2,1
"2001",49,4200,2,1
"2002",49,4300,2,1
"2003",49,4400,2,1
"2004",49,4500,2,1
"2005",49,4600,3,1
"2006",49,4700,2,1
"2007",49,4800,3,1
"2008",49,4900,2,1
"2009",49,5000,2,1
"2010",50,1000,6,1
"2011",50,1100,6,1
"2012",50,1200,6,1
"2013",50,1300,6,1
"2014",50,1400,6,1
"2015",50,1500,7,1
"2016",50,1600,6,1
"2017",50,1700,7,1
"2018",50,1800,9,1
"2019",50,1900,7,1
"2020",50,2000,7,1
"2021",50,2100,7,1
"2022",50,2200,6,1
"2023",50,2300,7,1
"2024",50,2400,6,1
"2025",50,2500,6,1
"2026",50,2600,6,1
"2027",50,2700,6,1
"2028",50,2800,6,1
"2029",50,2900,6,1
"2030",50,3000,6,1
"2031",50,3100,6,1
"2032",50,3200,6,1
"2033",50,3300,6,1
"2034",50,3400,6,1
"2035",50,3500,6,1
"2036",50,3600,6,1
"2037",50,3700,6,1
"2038",50,3800,7,1
"2039",50,3900,6,1
"2040",50,4000,7,1
"2041",50,4100,7,1
"2042",50,4200,6,1
"2043",50,4300,6,1
"2044",50,4400,7,1
"2045",50,4500,7,1
"2046",50,4600,7,1
"2047",50,4700,7,1
"2048",50,4800,7,1
"2049",50,4900,6,1
"2050",50,5000,6,1
"2051",51,1000,5,1
"2052",51,1100,5,1
"2053",51,1200,5,1
"2054",51,1300,5,1
"2055",51,1400,6,1
"2056",51,1500,8,1
"2057",51,1600,6,1
"2058",51,1700,6,1
"2059",51,1800,7,1
"2060",51,1900,6,1
"2061",51,2000,7,1
"2062",51,2100,6,1
"2063",51,2200,8,1
"2064",51,2300,6,1
"2065",51,2400,6,1
"2066",51,2500,7,1
"2067",51,2600,8,1
"2068",51,2700,7,1
"2069",51,2800,8,1
"2070",51,2900,8,1
"2071",51,3000,7,1
"2072",51,3100,7,1
"2073",51,3200,7,1
"2074",51,3300,8,1
"2075",51,3400,8,1
"2076",51,3500,8,1
"2077",51,3600,8,1
"2078",51,3700,8,1
"2079",51,3800,8,1
"2080",51,3900,9,1
"2081",51,4000,9,1
"2082",51,4100,10,1
"2083",51,4200,10,1
"2084",51,4300,9,1
"2085",51,4400,8,1
"2086",51,4500,7,1
"2087",51,4600,8,1
"2088",51,4700,6,1
"2089",51,4800,5,1
"2090",51,4900,5,1
"2091",51,5000,6,1
"2092",52,1000,5,1
"2093",52,1100,5,1
"2094",52,1200,7,1
"2095",52,1300,9,1
"2096",52,1400,12,1
"2097",52,1500,11,1
"2098",52,1600,12,1
"2099",52,1700,12,1
"2100",52,1800,13,1
"2101",52,1900,11,1
"2102",52,2000,11,1
"2103",52,2100,11,1
"2104",52,2200,13,1
"2105",52,2300,13,1
"2106",52,2400,11,1
"2107",52,2500,13,1
"2108",52,2600,12,1
"2109",52,2700,11,1
"2110",52,2800,13,1
"2111",52,2900,12,1
"2112",52,3000,14,1
"2113",52,3100,15,1
"2114",52,3200,14,1
"2115",52,3300,16,1
"2116",52,3400,20,1
"2117",52,3500,20,1
"2118",52,3600,24,1
"2119",52,3700,22,1
"2120",52,3800,23,1
"2121",52,3900,22,1
"2122",52,4000,20,1
"2123",52,4100,20,1
"2124",52,4200,19,1
"2125",52,4300,15,1
"2126",52,4400,14,1
"2127",52,4500,13,1
"2128",52,4600,13,1
"2129",52,4700,14,1
"2130",52,4800,16,1
"2131",52,4900,14,1
"2132",52,5000,15,1
"2133",53,1000,4,1
"2134",53,1100,4,1
"2135",53,1200,4,1
"2136",53,1300,4,1
"2137",53,1400,4,1
"2138",53,1500,4,1
"2139",53,1600,4,1
"2140",53,1700,4,1
"2141",53,1800,4,1
"2142",53,1900,4,1
"2143",53,2000,4,1
"2144",53,2100,4,1
"2145",53,2200,4,1
"2146",53,2300,4,1
"2147",53,2400,4,1
"2148",53,2500,4,1
"2149",53,2600,4,1
"2150",53,2700,4,1
"2151",53,2800,4,1
"2152",53,2900,4,1
"2153",53,3000,4,1
"2154",53,3100,4,1
"2155",53,3200,4,1
"2156",53,3300,4,1
"2157",53,3400,4,1
"2158",53,3500,4,1
"2159",53,3600,4,1
"2160",53,3700,4,1
"2161",53,3800,4,1
"2162",53,3900,4,1
"2163",53,4000,4,1
"2164",53,4100,4,1
"2165",53,4200,4,1
"2166",53,4300,4,1
"2167",53,4400,4,1
"2168",53,4500,4,1
"2169",53,4600,4,1
"2170",53,4700,4,1
"2171",53,4800,4,1
"2172",53,4900,4,1
"2173",53,5000,4,1
"2174",54,1000,1,1
"2175",54,1100,1,1
"2176",54,1200,1,1
"2177",54,1300,1,1
"2178",54,1400,2,1
"2179",54,1500,1,1
"2180",54,1600,2,1
"2181",54,1700,1,1
"2182",54,1800,1,1
"2183",54,1900,1,1
"2184",54,2000,1,1
"2185",54,2100,1,1
"2186",54,2200,1,1
"2187",54,2300,1,1
"2188",54,2400,1,1
"2189",54,2500,1,1
"2190",54,2600,1,1
"2191",54,2700,1,1
"2192",54,2800,1,1
"2193",54,2900,1,1
"2194",54,3000,1,1
"2195",54,3100,1,1
"2196",54,3200,1,1
"2197",54,3300,1,1
"2198",54,3400,1,1
"2199",54,3500,1,1
"2200",54,3600,2,1
"2201",54,3700,1,1
"2202",54,3800,1,1
"2203",54,3900,1,1
"2204",54,4000,1,1
"2205",54,4100,1,1
"2206",54,4200,1,1
"2207",54,4300,1,1
"2208",54,4400,1,1
"2209",54,4500,1,1
"2210",54,4600,1,1
"2211",54,4700,1,1
"2212",54,4800,1,1
"2213",54,4900,1,1
"2214",54,5000,1,1
"2215",55,1000,3,1
"2216",55,1100,3,1
"2217",55,1200,3,1
"2218",55,1300,3,1
"2219",55,1400,3,1
"2220",55,1500,3,1
"2221",55,1600,3,1
"2222",55,1700,3,1
"2223",55,1800,3,1
"2224",55,1900,3,1
