"","x"
"1",0.179716083165704
"2",0.179716083165704
"3",0.179716083165704
"4",0.179716083165704
"5",0.179716083165704
"6",0.179716083165704
"7",0.179716083165704
"8",0.173995534522048
"9",0.173995534522048
"10",0.173995534522048
"11",0.178144683534153
"12",0.178144683534153
"13",0.178144683534153
"14",0.178144683534153
"15",0.178144683534153
"16",0.159747866130811
"17",0.159747866130811
"18",0.159747866130811
"19",0.159747866130811
"20",0.157463014029815
"21",0.157463014029815
"22",0.157463014029815
"23",0.157463014029815
"24",0.157463014029815
"25",0.157463014029815
"26",0.157463014029815
"27",0.157463014029815
"28",0.157463014029815
"29",0.157463014029815
"30",0.152993247122139
"31",0.143347498389013
"32",0.143347498389013
"33",0.143347498389013
"34",0.143347498389013
"35",0.143347498389013
"36",0.143347498389013
"37",0.143347498389013
"38",0.143347498389013
"39",0.143347498389013
"40",0.143347498389013
"41",0.146822140325108
"42",0.146822140325108
"43",0.156056462195894
"44",0.156056462195894
"45",0.156056462195894
"46",0.152872386721142
"47",0.152872386721142
"48",0.152872386721142
"49",0.152872386721142
"50",0.160213122301895
"51",0.160213122301895
"52",0.160213122301895
"53",0.160213122301895
"54",0.160213122301895
"55",0.160213122301895
"56",0.160213122301895
"57",0.160213122301895
"58",0.160213122301895
"59",0.160213122301895
"60",0.160213122301895
"61",0.160213122301895
"62",0.160213122301895
"63",0.160213122301895
"64",0.160213122301895
"65",0.160213122301895
"66",0.160213122301895
"67",0.160213122301895
"68",0.17289656912228
"69",0.176443406913103
"70",0.176443406913103
"71",0.176443406913103
"72",0.176443406913103
"73",0.173717513576086
"74",0.184385313295409
"75",0.184385313295409
"76",0.184385313295409
"77",0.184385313295409
"78",0.184385313295409
"79",0.184385313295409
"80",0.184385313295409
"81",0.184385313295409
"82",0.183164114087481
"83",0.183164114087481
"84",0.183164114087481
"85",0.183164114087481
"86",0.183164114087481
"87",0.183164114087481
"88",0.183164114087481
"89",0.192520253603889
"90",0.180775936365776
"91",0.18494409120732
"92",0.18494409120732
"93",0.191869904773452
"94",0.191869904773452
"95",0.188092116306729
"96",0.188092116306729
"97",0.200204598365026
"98",0.200204598365026
"99",0.200204598365026
"100",0.200204598365026
"101",0.203793633478748
"102",0.203793633478748
"103",0.211417023531248
"104",0.211417023531248
"105",0.204329275330618
"106",0.204329275330618
"107",0.189267837978352
"108",0.189267837978352
"109",0.189267837978352
"110",0.189267837978352
"111",0.19986472308209
"112",0.19986472308209
"113",0.19986472308209
"114",0.19986472308209
"115",0.192852562578368
"116",0.192852562578368
"117",0.199301019012102
"118",0.199301019012102
"119",0.199301019012102
"120",0.199301019012102
"121",0.199301019012102
"122",0.200320125076867
"123",0.195982062892865
"124",0.195982062892865
"125",0.200924858681462
"126",0.196772794442029
"127",0.196772794442029
"128",0.196772794442029
"129",0.196772794442029
"130",0.196772794442029
"131",0.196772794442029
"132",0.196772794442029
"133",0.196772794442029
"134",0.196772794442029
"135",0.196772794442029
"136",0.196772794442029
"137",0.196772794442029
"138",0.196772794442029
"139",0.196772794442029
"140",0.196772794442029
"141",0.196772794442029
"142",0.196772794442029
"143",0.196772794442029
"144",0.196772794442029
"145",0.196772794442029
"146",0.196772794442029
"147",0.196772794442029
"148",0.196772794442029
"149",0.196772794442029
"150",0.196772794442029
"151",0.196772794442029
"152",0.196772794442029
"153",0.196772794442029
"154",0.196772794442029
"155",0.196772794442029
"156",0.196772794442029
"157",0.196772794442029
"158",0.19228319330061
"159",0.19228319330061
"160",0.19228319330061
"161",0.19228319330061
"162",0.19228319330061
"163",0.19228319330061
"164",0.19228319330061
"165",0.19228319330061
"166",0.19228319330061
"167",0.19228319330061
"168",0.19228319330061
"169",0.19228319330061
"170",0.19228319330061
"171",0.19228319330061
"172",0.192199866715454
"173",0.192199866715454
"174",0.192199866715454
"175",0.192199866715454
"176",0.189117898253827
"177",0.189117898253827
"178",0.189117898253827
"179",0.189117898253827
"180",0.189117898253827
"181",0.189117898253827
"182",0.189117898253827
"183",0.189117898253827
"184",0.181854013524974
"185",0.181854013524974
"186",0.181854013524974
"187",0.181854013524974
"188",0.181854013524974
"189",0.181854013524974
"190",0.181854013524974
"191",0.181854013524974
"192",0.181854013524974
"193",0.182750531807788
"194",0.182750531807788
"195",0.182750531807788
"196",0.182750531807788
"197",0.182750531807788
"198",0.186503121865105
"199",0.186503121865105
"200",0.186503121865105
"201",0.186503121865105
"202",0.186503121865105
"203",0.186503121865105
"204",0.186503121865105
"205",0.186503121865105
"206",0.186503121865105
"207",0.186503121865105
"208",0.186503121865105
"209",0.186503121865105
"210",0.186503121865105
"211",0.186503121865105
"212",0.186503121865105
"213",0.186503121865105
"214",0.186503121865105
"215",0.186503121865105
"216",0.189766960886711
"217",0.189766960886711
"218",0.177505691068562
"219",0.177505691068562
"220",0.177505691068562
"221",0.177505691068562
"222",0.177505691068562
"223",0.177505691068562
"224",0.177505691068562
"225",0.177505691068562
"226",0.181493690160386
"227",0.181493690160386
"228",0.181493690160386
"229",0.181493690160386
"230",0.181493690160386
"231",0.181493690160386
"232",0.181493690160386
"233",0.181493690160386
"234",0.181493690160386
"235",0.181493690160386
"236",0.181493690160386
"237",0.181493690160386
"238",0.181493690160386
"239",0.181493690160386
"240",0.181493690160386
"241",0.181493690160386
"242",0.181493690160386
"243",0.181493690160386
"244",0.181493690160386
"245",0.181493690160386
"246",0.181493690160386
"247",0.181493690160386
"248",0.181493690160386
"249",0.181493690160386
"250",0.200577286571966
"251",0.200577286571966
"252",0.200577286571966
"253",0.200577286571966
"254",0.200577286571966
"255",0.195146170658107
"256",0.195080790044534
"257",0.197722629304106
"258",0.19273232273484
"259",0.19273232273484
"260",0.19273232273484
"261",0.19273232273484
"262",0.19273232273484
"263",0.19273232273484
"264",0.19273232273484
"265",0.19273232273484
"266",0.19273232273484
"267",0.19273232273484
"268",0.19273232273484
"269",0.19273232273484
"270",0.19273232273484
"271",0.19273232273484
"272",0.19273232273484
"273",0.19273232273484
"274",0.19273232273484
"275",0.19273232273484
"276",0.19273232273484
"277",0.19273232273484
"278",0.19273232273484
"279",0.191172873615116
"280",0.191172873615116
"281",0.187985127979997
"282",0.200925241952504
"283",0.200925241952504
"284",0.200925241952504
"285",0.200925241952504
"286",0.200925241952504
"287",0.200925241952504
"288",0.200925241952504
"289",0.200925241952504
"290",0.200925241952504
"291",0.198050897127254
"292",0.198050897127254
"293",0.198050897127254
"294",0.198050897127254
"295",0.198050897127254
"296",0.198050897127254
"297",0.198050897127254
"298",0.198050897127254
"299",0.198050897127254
"300",0.198050897127254
"301",0.198050897127254
"302",0.198050897127254
"303",0.196600149914941
"304",0.196600149914941
"305",0.196600149914941
"306",0.196600149914941
"307",0.201389530963253
"308",0.202734493161428
"309",0.202734493161428
"310",0.200030651528564
"311",0.200030651528564
"312",0.200030651528564
"313",0.200030651528564
"314",0.200030651528564
"315",0.191940092809636
"316",0.191940092809636
"317",0.191940092809636
"318",0.191940092809636
"319",0.191940092809636
"320",0.191940092809636
"321",0.191940092809636
"322",0.191940092809636
"323",0.191940092809636
"324",0.191940092809636
"325",0.191940092809636
"326",0.191940092809636
"327",0.202427493445041
"328",0.202427493445041
"329",0.202427493445041
"330",0.202427493445041
"331",0.202427493445041
"332",0.202427493445041
"333",0.202427493445041
"334",0.202427493445041
"335",0.205932445603322
"336",0.205932445603322
"337",0.205932445603322
"338",0.205932445603322
"339",0.205932445603322
"340",0.205932445603322
"341",0.208246828954885
"342",0.209163465261974
"343",0.218939700222143
"344",0.218939700222143
"345",0.218939700222143
"346",0.217121053229716
"347",0.2169368678537
"348",0.214238843385686
"349",0.214238843385686
"350",0.214238843385686
"351",0.205317951059475
"352",0.205317951059475
"353",0.205317951059475
"354",0.211738660938737
"355",0.211738660938737
"356",0.215668172135874
"357",0.215668172135874
"358",0.215668172135874
"359",0.224314411891011
"360",0.224314411891011
"361",0.236303081202452
"362",0.236303081202452
"363",0.236303081202452
"364",0.248137936557107
"365",0.248137936557107
"366",0.248137936557107
"367",0.243095644224814
"368",0.243095644224814
"369",0.243095644224814
"370",0.243095644224814
"371",0.243095644224814
"372",0.243095644224814
"373",0.243095644224814
"374",0.243095644224814
"375",0.243095644224814
"376",0.243095644224814
"377",0.243095644224814
"378",0.243095644224814
"379",0.243095644224814
"380",0.243095644224814
"381",0.243095644224814
"382",0.243095644224814
"383",0.245723318597923
"384",0.245723318597923
"385",0.235870062598958
"386",0.235870062598958
"387",0.235870062598958
"388",0.235870062598958
"389",0.235870062598958
"390",0.24041825945738
"391",0.24041825945738
"392",0.219621532044744
"393",0.219621532044744
"394",0.219621532044744
"395",0.219621532044744
"396",0.219621532044744
"397",0.226474048715275
"398",0.226474048715275
"399",0.230205101356196
"400",0.230205101356196
"401",0.230205101356196
"402",0.230205101356196
"403",0.221823931915112
"404",0.221823931915112
"405",0.221823931915112
"406",0.221823931915112
"407",0.221823931915112
"408",0.221823931915112
"409",0.221823931915112
"410",0.22451252227409
"411",0.22451252227409
"412",0.22451252227409
"413",0.22451252227409
"414",0.22451252227409
"415",0.22451252227409
"416",0.22451252227409
"417",0.234874653700433
"418",0.227297459363867
"419",0.227297459363867
"420",0.21677969608706
"421",0.21677969608706
"422",0.21677969608706
"423",0.21677969608706
"424",0.21677969608706
"425",0.21677969608706
"426",0.21677969608706
"427",0.21677969608706
"428",0.21677969608706
"429",0.21677969608706
"430",0.210197769168354
"431",0.210197769168354
"432",0.210197769168354
"433",0.210197769168354
"434",0.210197769168354
"435",0.210197769168354
"436",0.210197769168354
"437",0.210197769168354
"438",0.210197769168354
"439",0.210197769168354
"440",0.210197769168354
"441",0.210197769168354
"442",0.210197769168354
"443",0.210197769168354
"444",0.211790547903016
"445",0.211790547903016
"446",0.211790547903016
"447",0.211790547903016
"448",0.211790547903016
"449",0.211790547903016
"450",0.211790547903016
"451",0.211790547903016
"452",0.211790547903016
"453",0.211790547903016
"454",0.211790547903016
"455",0.211790547903016
"456",0.211790547903016
"457",0.211790547903016
"458",0.211790547903016
"459",0.211790547903016
"460",0.207749892856391
"461",0.193091815356943
"462",0.193091815356943
